character_id,episode_id,character_name,source_field
char__military_commander,train_ep_009589,military commander,agents
char__queen,train_ep_009589,queen,agents
char__missionary,train_ep_009590,missionary,agents
char__tourist,train_ep_009590,tourist,agents
char__creature,train_ep_009591,creature,agents
char__homeless_person,train_ep_009591,homeless person,agents
char__chicken,train_ep_009592,chicken,agents
char__farmer,train_ep_009592,farmer,agents
char__guard,train_ep_009593,guard,agents
char__king,train_ep_009593,king,agents
char__horse,train_ep_009594,horse,agents
char__king,train_ep_009594,king,agents
char__king,train_ep_009595,king,agents
char__maid,train_ep_009595,maid,agents
char__brother,train_ep_009596,brother,agents
char__prior,train_ep_009596,prior,agents
char__person,train_ep_009597,person,agents
char__worshiper,train_ep_009597,worshiper,agents
char__local,train_ep_009598,local,agents
char__old_man,train_ep_009598,old man,agents
char__fairy,train_ep_009599,fairy,agents
char__people,train_ep_009599,people,agents
char__goblin_king_s_bartender,train_ep_009600,goblin king's bartender,agents
char__weddings,train_ep_009600,weddings,agents
char__king,train_ep_009601,king,agents
char__queen,train_ep_009601,queen,agents
char__cat,train_ep_009602,cat,agents
char__faerie,train_ep_009602,faerie,agents
char__organist,train_ep_009603,organist,agents
char__rat_chews_on_a_dropped_hymnbook,train_ep_009603,rat chews on a dropped hymnbook,agents
char__proprietor,train_ep_009604,proprietor,agents
char__rival_jeweler,train_ep_009604,rival jeweler,agents
char__boat_workers,train_ep_009605,boat workers,agents
char__guard,train_ep_009605,guard,agents
char__animal,train_ep_009606,animal,agents
char__zombie,train_ep_009606,zombie,agents
char__cut_throat,train_ep_009607,cut throat,agents
char__fisherman,train_ep_009607,fisherman,agents
char__stray_dogs,train_ep_009608,stray dogs,agents
char__townperson,train_ep_009608,townperson,agents
char__goblin,train_ep_009609,goblin,agents
char__mage,train_ep_009609,mage,agents
char__animal_such_as_a_cat,train_ep_009610,animal such as a cat,agents
char__queen,train_ep_009610,queen,agents
char__cooks,train_ep_009611,cooks,agents
char__man,train_ep_009611,man,agents
char__fish,train_ep_009612,fish,agents
char__tadpole,train_ep_009612,tadpole,agents
char__guest,train_ep_009613,guest,agents
char__king_and_queen,train_ep_009613,king and queen,agents
char__monk,train_ep_009614,monk,agents
char__priests,train_ep_009614,priests,agents
char__his_father,train_ep_009615,his father,agents
char__king,train_ep_009615,king,agents
char__blacksmith,train_ep_009616,blacksmith,agents
char__person,train_ep_009616,person,agents
char__maid,train_ep_009617,maid,agents
char__queen,train_ep_009617,queen,agents
char__choir_member,train_ep_009618,choir member,agents
char__local_villagers,train_ep_009618,local villagers,agents
char__fighters,train_ep_009619,fighters,agents
char__knight,train_ep_009619,knight,agents
char__alchemist,train_ep_009620,alchemist,agents
char__crow,train_ep_009620,crow,agents
char__mother,train_ep_009621,mother,agents
char__queen,train_ep_009621,queen,agents
char__horse,train_ep_009622,horse,agents
char__stable_hands,train_ep_009622,stable hands,agents
char__chef,train_ep_009623,chef,agents
char__scullions,train_ep_009623,scullions,agents
char__enemy_king,train_ep_009624,enemy king,agents
char__small_child_cleaning_boat,train_ep_009624,small child cleaning boat,agents
char__groom,train_ep_009625,groom,agents
char__reluctant_nun,train_ep_009625,reluctant nun,agents
char__carpenter,train_ep_009626,carpenter,agents
char__gardener,train_ep_009626,gardener,agents
char__family_member,train_ep_009627,family member,agents
char__mother,train_ep_009627,mother,agents
char__ancient_king,train_ep_009628,ancient king,agents
char__goldfinch,train_ep_009628,goldfinch,agents
char__child,train_ep_009629,child,agents
char__knight,train_ep_009629,knight,agents
char__economist,train_ep_009630,economist,agents
char__king,train_ep_009630,king,agents
char__boar,train_ep_009631,boar,agents
char__faery,train_ep_009631,faery,agents
char__person,train_ep_009632,person,agents
char__preist,train_ep_009632,preist,agents
char__child,train_ep_009633,child,agents
char__president,train_ep_009633,president,agents
char__insects,train_ep_009634,insects,agents
char__troll,train_ep_009634,troll,agents
char__king,train_ep_009635,king,agents
char__prince,train_ep_009635,prince,agents
char__craftsman,train_ep_009636,craftsman,agents
char__trader_s_wife_that_traveled_with_him,train_ep_009636,trader's wife that traveled with him,agents
char__gods,train_ep_009637,gods,agents
char__servant,train_ep_009637,servant,agents
char__caretaker,train_ep_009638,caretaker,agents
char__mourner,train_ep_009638,mourner,agents
char__jester,train_ep_009639,jester,agents
char__subject,train_ep_009639,subject,agents
char__assassin,train_ep_009640,assassin,agents
char__guard,train_ep_009640,guard,agents
char__person,train_ep_009641,person,agents
char__priest,train_ep_009641,priest,agents
char__his_wife,train_ep_009642,his wife,agents
char__king,train_ep_009642,king,agents
char__family_member,train_ep_009643,family member,agents
char__pig,train_ep_009643,pig,agents
char__snakes_slithering_around_the_cavern,train_ep_009644,snakes slithering around the cavern,agents
char__vulture,train_ep_009644,vulture,agents
char__princess,train_ep_009645,princess,agents
char__villagers,train_ep_009645,villagers,agents
char__bird,train_ep_009646,bird,agents
char__peasant,train_ep_009646,peasant,agents
char__acolyte_preparing_for_evening_prayer_service,train_ep_009647,acolyte preparing for evening prayer service,agents
char__high_priest,train_ep_009647,high priest,agents
char__follower,train_ep_009648,follower,agents
char__priest,train_ep_009648,priest,agents
char__child,train_ep_009649,child,agents
char__foreigner,train_ep_009649,foreigner,agents
char__dog,train_ep_009650,dog,agents
char__priest,train_ep_009650,priest,agents
char__king,train_ep_009651,king,agents
char__peasant,train_ep_009652,peasant,agents
char__villager,train_ep_009652,villager,agents
char__lone_captain,train_ep_009653,lone captain,agents
char__pirate,train_ep_009653,pirate,agents
char__cooker,train_ep_009654,cooker,agents
char__villager,train_ep_009654,villager,agents
char__daughter,train_ep_009655,daughter,agents
char__well_off_business_man,train_ep_009655,well off business man,agents
char__farmer_bob,train_ep_009656,farmer bob,agents
char__pig,train_ep_009656,pig,agents
char__archaeologists,train_ep_009657,archaeologists,agents
char__vagrants,train_ep_009657,vagrants,agents
char__mouse,train_ep_009658,mouse,agents
char__old_maniacal_man,train_ep_009658,old maniacal man,agents
char__king_s_architect,train_ep_009659,king's architect,agents
char__armorer,train_ep_009660,armorer,agents
char__knight,train_ep_009660,knight,agents
char__wise_woman,train_ep_009661,wise woman,agents
char__witch,train_ep_009661,witch,agents
char__infant,train_ep_009662,infant,agents
char__king,train_ep_009662,king,agents
char__follower,train_ep_009663,follower,agents
char__organ_player,train_ep_009663,organ player,agents
char__fat_rats,train_ep_009664,fat rats,agents
char__villagers,train_ep_009664,villagers,agents
char__god_of_their_pagan_religion,train_ep_009665,god of their pagan religion,agents
char__no_one,train_ep_009665,no one,agents
char__archaeologist,train_ep_009666,archaeologist,agents
char__bandit,train_ep_009666,bandit,agents
char__monkey_friend,train_ep_009667,monkey friend,agents
char__traveler,train_ep_009667,traveler,agents
char__miner,train_ep_009668,miner,agents
char__monster,train_ep_009668,monster,agents
char__servant,train_ep_009669,servant,agents
char__soldiers,train_ep_009669,soldiers,agents
char__person,train_ep_009670,person,agents
char__turtles,train_ep_009670,turtles,agents
char__guest,train_ep_009671,guest,agents
char__lady_of_the_house,train_ep_009671,lady of the house,agents
char__executioner,train_ep_009672,executioner,agents
char__villager,train_ep_009672,villager,agents
char__businessman,train_ep_009673,businessman,agents
char__woman,train_ep_009673,woman,agents
char__skeleton,train_ep_009674,skeleton,agents
char__traitor,train_ep_009674,traitor,agents
char__ghost,train_ep_009675,ghost,agents
char__person,train_ep_009675,person,agents
char__gypsy,train_ep_009676,gypsy,agents
char__snakes,train_ep_009676,snakes,agents
char__large_spider,train_ep_009677,large spider,agents
char__person,train_ep_009677,person,agents
char__book_keeper,train_ep_009678,book keeper,agents
char__person,train_ep_009678,person,agents
char__cow,train_ep_009679,cow,agents
char__rabbit,train_ep_009679,rabbit,agents
char__alien,train_ep_009680,alien,agents
char__chief_wife,train_ep_009680,chief wife,agents
char__mouse,train_ep_009681,mouse,agents
char__wench,train_ep_009681,wench,agents
char__high_priestess,train_ep_009682,high priestess,agents
char__servant,train_ep_009682,servant,agents
char__priest,train_ep_009683,priest,agents
char__wench,train_ep_009683,wench,agents
char__mouse,train_ep_009684,mouse,agents
char__mysterious_owner,train_ep_009684,mysterious owner,agents
char__knight,train_ep_009685,knight,agents
char__prince,train_ep_009685,prince,agents
char__servant,train_ep_009686,servant,agents
char__townsperson,train_ep_009686,townsperson,agents
char__bartender,train_ep_009687,bartender,agents
char__farmers,train_ep_009687,farmers,agents
char__church_mouse,train_ep_009688,church mouse,agents
char__they_are_not_quite_outcast,train_ep_009688,they are not quite outcast,agents
char__demon,train_ep_009689,demon,agents
char__flies,train_ep_009689,flies,agents
char__rat,train_ep_009690,rat,agents
char__skeleton,train_ep_009690,skeleton,agents
char__curious_boy,train_ep_009691,curious boy,agents
char__peasant,train_ep_009691,peasant,agents
char__archer,train_ep_009692,archer,agents
char__enemy,train_ep_009692,enemy,agents
char__boatswain,train_ep_009693,boatswain,agents
char__guard,train_ep_009693,guard,agents
char__horse,train_ep_009694,horse,agents
char__rabbit,train_ep_009694,rabbit,agents
char__inhabitant,train_ep_009695,inhabitant,agents
char__servant,train_ep_009695,servant,agents
char__grass_snake,train_ep_009696,grass snake,agents
char__otter,train_ep_009696,otter,agents
char__priest,train_ep_009697,priest,agents
char__royal,train_ep_009697,royal,agents
char__church_mouse,train_ep_009698,church mouse,agents
char__scribe,train_ep_009698,scribe,agents
char__vagrants,train_ep_009699,vagrants,agents
char__wealthy_noble,train_ep_009699,wealthy noble,agents
char__frog,train_ep_009700,frog,agents
char__peasant,train_ep_009700,peasant,agents
char__care_taker,train_ep_009701,care taker,agents
char__peasant,train_ep_009701,peasant,agents
char__artists,train_ep_009702,artists,agents
char__royal_family,train_ep_009702,royal family,agents
char__sailor,train_ep_009703,sailor,agents
char__tax_agent,train_ep_009703,tax agent,agents
char__mystical_dragon,train_ep_009704,mystical dragon,agents
char__prisoner,train_ep_009704,prisoner,agents
char__ghost,train_ep_009705,ghost,agents
char__residents_of_the_cottage,train_ep_009705,residents of the cottage,agents
char__bat,train_ep_009706,bat,agents
char__witch,train_ep_009706,witch,agents
char__castle_guards,train_ep_009707,castle guards,agents
char__trader,train_ep_009707,trader,agents
char__peasant,train_ep_009708,peasant,agents
char__person,train_ep_009708,person,agents
char__animal,train_ep_009709,animal,agents
char__stray_cat_sun_bathing,train_ep_009709,stray cat sun-bathing,agents
char__congregant,train_ep_009710,congregant,agents
char__judge,train_ep_009710,judge,agents
char__gravedigger,train_ep_009711,gravedigger,agents
char__loved_ones,train_ep_009711,loved ones,agents
char__horse,train_ep_009712,horse,agents
char__royal_family,train_ep_009712,royal family,agents
char__recently_tortured,train_ep_009713,recently tortured,agents
char__soldier,train_ep_009713,soldier,agents
char__handmaid,train_ep_009714,handmaid,agents
char__visitor,train_ep_009714,visitor,agents
char__child,train_ep_009715,child,agents
char__peasant,train_ep_009715,peasant,agents
char__old_woman,train_ep_009716,old woman,agents
char__priest,train_ep_009716,priest,agents
char__person,train_ep_009717,person,agents
char__royal_family,train_ep_009717,royal family,agents
char__large_black_vulture,train_ep_009718,large black vulture,agents
char__priest,train_ep_009718,priest,agents
char__cat,train_ep_009719,cat,agents
char__queen,train_ep_009719,queen,agents
char__man,train_ep_009720,man,agents
char__traveler,train_ep_009720,traveler,agents
char__king,train_ep_009721,king,agents
char__rat,train_ep_009721,rat,agents
char__fellow_traveler,train_ep_009722,fellow traveler,agents
char__god,train_ep_009722,god,agents
char__tavern_owner,train_ep_009723,tavern owner,agents
char__villager,train_ep_009723,villager,agents
char__animal,train_ep_009724,animal,agents
char__woodpecker,train_ep_009724,woodpecker,agents
char__emperor,train_ep_009725,emperor,agents
char__empress,train_ep_009725,empress,agents
char__lady_in_waiting,train_ep_009726,lady in waiting,agents
char__pope,train_ep_009726,pope,agents
char__queen,train_ep_009727,queen,agents
char__their_family,train_ep_009727,their family,agents
char__fisherman,train_ep_009728,fisherman,agents
char__mermaid,train_ep_009728,mermaid,agents
char__bird,train_ep_009729,bird,agents
char__servant,train_ep_009729,servant,agents
char__knight,train_ep_009730,knight,agents
char__knights_in_training,train_ep_009730,knights in training,agents
char__horse,train_ep_009731,horse,agents
char__peasant,train_ep_009731,peasant,agents
char__deer,train_ep_009732,deer,agents
char__ox,train_ep_009732,ox,agents
char__guard,train_ep_009733,guard,agents
char__rat,train_ep_009733,rat,agents
char__architect,train_ep_009734,architect,agents
char__king,train_ep_009734,king,agents
char__ghost,train_ep_009735,ghost,agents
char__peasant,train_ep_009735,peasant,agents
char__dog,train_ep_009736,dog,agents
char__member,train_ep_009736,member,agents
char__archer,train_ep_009737,archer,agents
char__challenger,train_ep_009737,challenger,agents
char__goat,train_ep_009738,goat,agents
char__turkey,train_ep_009738,turkey,agents
char__peasant,train_ep_009739,peasant,agents
char__priest,train_ep_009739,priest,agents
char__chef,train_ep_009740,chef,agents
char__guest,train_ep_009740,guest,agents
char__grazing_milk_cow_in_the_background,train_ep_009741,grazing milk cow in the background,agents
char__king,train_ep_009741,king,agents
char__soldier,train_ep_009742,soldier,agents
char__soldiers,train_ep_009742,soldiers,agents
char__craftsman,train_ep_009743,craftsman,agents
char__foreman_ordering_his_workers,train_ep_009743,foreman ordering his workers,agents
char__member,train_ep_009744,member,agents
char__spider,train_ep_009744,spider,agents
char__deer,train_ep_009745,deer,agents
char__rabbit,train_ep_009745,rabbit,agents
char__guard,train_ep_009746,guard,agents
char__village_official,train_ep_009746,village official,agents
char__nun,train_ep_009747,nun,agents
char__priest,train_ep_009747,priest,agents
char__adventurer,train_ep_009748,adventurer,agents
char__bandit,train_ep_009748,bandit,agents
char__man,train_ep_009749,man,agents
char__rat,train_ep_009749,rat,agents
char__choirboy,train_ep_009750,choirboy,agents
char__his_horse,train_ep_009750,his horse,agents
char__person,train_ep_009751,person,agents
char__servant,train_ep_009751,servant,agents
char__madam_and_her_girls,train_ep_009752,madam and her girls,agents
char__man,train_ep_009752,man,agents
char__guard,train_ep_009753,guard,agents
char__queen,train_ep_009753,queen,agents
char__amphibian,train_ep_009754,amphibian,agents
char__animal,train_ep_009754,animal,agents
char__animal,train_ep_009755,animal,agents
char__small_living_thing,train_ep_009755,small living thing,agents
char__bird,train_ep_009756,bird,agents
char__deer,train_ep_009756,deer,agents
char__bird,train_ep_009757,bird,agents
char__tourist,train_ep_009757,tourist,agents
char__mourner,train_ep_009758,mourner,agents
char__queen,train_ep_009758,queen,agents
char__maintenance_person,train_ep_009759,maintenance person,agents
char__preacher,train_ep_009759,preacher,agents
char__horse,train_ep_009760,horse,agents
char__sad_townsman,train_ep_009760,sad townsman,agents
char__cow,train_ep_009761,cow,agents
char__witch,train_ep_009761,witch,agents
char__person,train_ep_009762,person,agents
char__preist,train_ep_009762,preist,agents
char__child,train_ep_009763,child,agents
char__traveler,train_ep_009763,traveler,agents
char__king,train_ep_009764,king,agents
char__man,train_ep_009764,man,agents
char__mother,train_ep_009765,mother,agents
char__son,train_ep_009765,son,agents
char__monk,train_ep_009766,monk,agents
char__weary_traveler,train_ep_009766,weary traveler,agents
char__angel,train_ep_009767,angel,agents
char__kings,train_ep_009767,kings,agents
char__man,train_ep_009768,man,agents
char__vulture,train_ep_009768,vulture,agents
char__local,train_ep_009769,local,agents
char__priests,train_ep_009769,priests,agents
char__old_gnaisha,train_ep_009770,old gnaisha,agents
char__patron,train_ep_009770,patron,agents
char__brother,train_ep_009771,brother,agents
char__king,train_ep_009771,king,agents
char__local_merchant,train_ep_009772,local merchant,agents
char__parishioner,train_ep_009772,parishioner,agents
char__priests,train_ep_009773,priests,agents
char__thief,train_ep_009773,thief,agents
char__dogs,train_ep_009774,dogs,agents
char__maid,train_ep_009774,maid,agents
char__jailer,train_ep_009775,jailer,agents
char__warrior,train_ep_009775,warrior,agents
char__person,train_ep_009776,person,agents
char__zuric,train_ep_009776,zuric,agents
char__child_lost_from_his_mother,train_ep_009777,child lost from his mother,agents
char__traveling_salesmen_stopping_for_a_drink,train_ep_009777,traveling salesmen stopping for a drink,agents
char__king_himself,train_ep_009778,king himself,agents
char__villager,train_ep_009778,villager,agents
char__barn_cat,train_ep_009779,barn cat,agents
char__stable_hand,train_ep_009779,stable hand,agents
char__child,train_ep_009780,child,agents
char__guard,train_ep_009780,guard,agents
char__cooks,train_ep_009781,cooks,agents
char__footman,train_ep_009781,footman,agents
char__ambassador,train_ep_009782,ambassador,agents
char__bighorn_sheep,train_ep_009782,bighorn sheep,agents
char__chicken,train_ep_009783,chicken,agents
char__farmers,train_ep_009783,farmers,agents
char__jacob,train_ep_009784,jacob,agents
char__organ_player,train_ep_009784,organ player,agents
char__guard,train_ep_009785,guard,agents
char__princess,train_ep_009785,princess,agents
char__child,train_ep_009786,child,agents
char__farmers,train_ep_009786,farmers,agents
char__farmers,train_ep_009787,farmers,agents
char__hangman,train_ep_009787,hangman,agents
char__owl,train_ep_009788,owl,agents
char__rat,train_ep_009788,rat,agents
char__fisherman,train_ep_009789,fisherman,agents
char__maid,train_ep_009789,maid,agents
char__guard,train_ep_009790,guard,agents
char__servant,train_ep_009790,servant,agents
char__person,train_ep_009791,person,agents
char__wizard,train_ep_009791,wizard,agents
char__governor,train_ep_009792,governor,agents
char__people,train_ep_009792,people,agents
char__king,train_ep_009793,king,agents
char__servant,train_ep_009793,servant,agents
char__child,train_ep_009794,child,agents
char__families,train_ep_009794,families,agents
char__pheasant,train_ep_009795,pheasant,agents
char__queen,train_ep_009795,queen,agents
char__prisoner,train_ep_009796,prisoner,agents
char__town_sheriff,train_ep_009796,town sheriff,agents
char__king,train_ep_009797,king,agents
char__queen,train_ep_009797,queen,agents
char__child,train_ep_009798,child,agents
char__family_dog,train_ep_009798,family dog,agents
char__bird,train_ep_009799,bird,agents
char__cypher_the_dragon,train_ep_009799,cypher the dragon,agents
char__fish,train_ep_009800,fish,agents
char__guard,train_ep_009800,guard,agents
char__mage,train_ep_009801,mage,agents
char__nun,train_ep_009801,nun,agents
char__king,train_ep_009802,king,agents
char__townperson,train_ep_009802,townperson,agents
char__nobleman,train_ep_009803,nobleman,agents
char__priestess,train_ep_009803,priestess,agents
char__ox,train_ep_009804,ox,agents
char__villager,train_ep_009804,villager,agents
char__king,train_ep_009805,king,agents
char__soldier,train_ep_009805,soldier,agents
char__colorful_bird,train_ep_009806,colorful bird,agents
char__predator,train_ep_009806,predator,agents
char__child,train_ep_009807,child,agents
char__villager,train_ep_009807,villager,agents
char__king,train_ep_009808,king,agents
char__subject,train_ep_009808,subject,agents
char__person,train_ep_009809,person,agents
char__pirate,train_ep_009809,pirate,agents
char__bat,train_ep_009810,bat,agents
char__gravedigger,train_ep_009810,gravedigger,agents
char__guard,train_ep_009811,guard,agents
char__prisoner,train_ep_009811,prisoner,agents
char__dungeon_master,train_ep_009812,dungeon master,agents
char__king,train_ep_009812,king,agents
char__family,train_ep_009813,family,agents
char__gods,train_ep_009813,gods,agents
char__mate,train_ep_009814,mate,agents
char__merchant,train_ep_009814,merchant,agents
char__angel,train_ep_009815,angel,agents
char__person,train_ep_009815,person,agents
char__altar_boy,train_ep_009816,altar boy,agents
char__ghost,train_ep_009816,ghost,agents
char__alligator,train_ep_009817,alligator,agents
char__monk,train_ep_009817,monk,agents
char__mother,train_ep_009818,mother,agents
char__nurse,train_ep_009818,nurse,agents
char__serving_wench,train_ep_009819,serving wench,agents
char__tavern_owner,train_ep_009819,tavern owner,agents
char__librarian,train_ep_009820,librarian,agents
char__nobel,train_ep_009820,nobel,agents
char__captain,train_ep_009821,captain,agents
char__lone_captain,train_ep_009821,lone captain,agents
char__king,train_ep_009822,king,agents
char__king_s_brother,train_ep_009822,king's brother,agents
char__knight,train_ep_009823,knight,agents
char__lizards,train_ep_009823,lizards,agents
char__high_priestess,train_ep_009824,high priestess,agents
char__worshipper,train_ep_009824,worshipper,agents
char__fish,train_ep_009825,fish,agents
char__peasant,train_ep_009825,peasant,agents
char__princess,train_ep_009826,princess,agents
char__royal_family,train_ep_009826,royal family,agents
char__foreman_ordering_his_workers,train_ep_009827,foreman ordering his workers,agents
char__shipwright,train_ep_009827,shipwright,agents
char__deer,train_ep_009828,deer,agents
char__dog,train_ep_009828,dog,agents
char__mistress,train_ep_009829,mistress,agents
char__queen,train_ep_009829,queen,agents
char__apothecary,train_ep_009830,apothecary,agents
char__old_gnaisha,train_ep_009830,old gnaisha,agents
char__mountain_goat,train_ep_009831,mountain goat,agents
char__priests,train_ep_009831,priests,agents
char__knight,train_ep_009832,knight,agents
char__soldier,train_ep_009832,soldier,agents
char__fisherman,train_ep_009833,fisherman,agents
char__gypsy,train_ep_009833,gypsy,agents
char__queen,train_ep_009834,queen,agents
char__there_is_also_a_young_woman_selling_flowers_to_passersby,train_ep_009834,there is also a young woman selling flowers to passersby,agents
char__rat_chews_on_a_dropped_hymnbook,train_ep_009835,rat chews on a dropped hymnbook,agents
char__spider,train_ep_009835,spider,agents
char__lady_in_waiting,train_ep_009836,lady in waiting,agents
char__person,train_ep_009836,person,agents
char__king,train_ep_009837,king,agents
char__maid,train_ep_009837,maid,agents
char__bird,train_ep_009838,bird,agents
char__person,train_ep_009838,person,agents
char__cockroach,train_ep_009839,cockroach,agents
char__rat,train_ep_009839,rat,agents
char__egyptians,train_ep_009840,egyptians,agents
char__grounds_keeper,train_ep_009841,grounds keeper,agents
char__royal_member,train_ep_009841,royal member,agents
char__evil_witch,train_ep_009842,evil witch,agents
char__ghost,train_ep_009842,ghost,agents
char__homeless,train_ep_009843,homeless,agents
char__individual,train_ep_009843,individual,agents
char__townsperson,train_ep_009844,townsperson,agents
char__witch,train_ep_009844,witch,agents
char__pet,train_ep_009845,pet,agents
char__vagabond,train_ep_009845,vagabond,agents
char__pet,train_ep_009846,pet,agents
char__resident,train_ep_009846,resident,agents
char__advisor,train_ep_009847,advisor,agents
char__king,train_ep_009847,king,agents
char__animal,train_ep_009848,animal,agents
char__horseflies,train_ep_009848,horseflies,agents
char__audience_member,train_ep_009849,audience member,agents
char__performer,train_ep_009849,performer,agents
char__king,train_ep_009850,king,agents
char__nobles,train_ep_009850,nobles,agents
char__butterfly,train_ep_009851,butterfly,agents
char__chameleon,train_ep_009851,chameleon,agents
char__homeless_person,train_ep_009852,homeless person,agents
char__jesters,train_ep_009852,jesters,agents
char__chef,train_ep_009853,chef,agents
char__serving_wench,train_ep_009853,serving wench,agents
char__iguana,train_ep_009854,iguana,agents
char__villagers,train_ep_009854,villagers,agents
char__alien,train_ep_009855,alien,agents
char__enemy,train_ep_009855,enemy,agents
char__peasant,train_ep_009856,peasant,agents
char__zombies,train_ep_009856,zombies,agents
char__castle_guards,train_ep_009857,castle guards,agents
char__groom,train_ep_009857,groom,agents
char__archer,train_ep_009858,archer,agents
char__explorer,train_ep_009858,explorer,agents
char__king,train_ep_009859,king,agents
char__queen,train_ep_009859,queen,agents
char__king,train_ep_009860,king,agents
char__lady_in_waiting,train_ep_009860,lady in waiting,agents
char__dog,train_ep_009861,dog,agents
char__hunter,train_ep_009861,hunter,agents
char__bandit,train_ep_009862,bandit,agents
char__friends,train_ep_009862,friends,agents
char__peasant,train_ep_009863,peasant,agents
char__traveling_salesmen_stopping_for_a_drink,train_ep_009863,traveling salesmen stopping for a drink,agents
char__cooks,train_ep_009864,cooks,agents
char__footman,train_ep_009864,footman,agents
char__farmers,train_ep_009865,farmers,agents
char__guard,train_ep_009865,guard,agents
char__child,train_ep_009866,child,agents
char__families,train_ep_009866,families,agents
char__prisoner,train_ep_009867,prisoner,agents
char__town_sheriff,train_ep_009867,town sheriff,agents
char__person,train_ep_009868,person,agents
char__prince,train_ep_009868,prince,agents
char__hunting_dog,train_ep_009869,hunting dog,agents
char__miner,train_ep_009869,miner,agents
char__fighters,train_ep_009870,fighters,agents
char__servant,train_ep_009870,servant,agents
char__duke,train_ep_009871,duke,agents
char__queen,train_ep_009871,queen,agents
char__guard,train_ep_009872,guard,agents
char__maid,train_ep_009872,maid,agents
char__guard,train_ep_009873,guard,agents
char__traveler,train_ep_009873,traveler,agents
char__snake,train_ep_009874,snake,agents
char__vulture,train_ep_009874,vulture,agents
char__bird,train_ep_009875,bird,agents
char__worshipper,train_ep_009875,worshipper,agents
char__archaeologist,train_ep_009876,archaeologist,agents
char__monk,train_ep_009876,monk,agents
char__bird,train_ep_009877,bird,agents
char__critter,train_ep_009877,critter,agents
char__cleaning_person,train_ep_009878,cleaning person,agents
char__royal_member,train_ep_009878,royal member,agents
char__noble,train_ep_009879,noble,agents
char__person,train_ep_009879,person,agents
char__king,train_ep_009880,king,agents
char__servant,train_ep_009880,servant,agents
char__cat,train_ep_009881,cat,agents
char__horse,train_ep_009881,horse,agents
char__child,train_ep_009882,child,agents
char__person,train_ep_009882,person,agents
char__ambassador,train_ep_009883,ambassador,agents
char__knight,train_ep_009883,knight,agents
char__king,train_ep_009884,king,agents
char__queen,train_ep_009884,queen,agents
char__empress,train_ep_009885,empress,agents
char__soldier,train_ep_009885,soldier,agents
char__captain,train_ep_009886,captain,agents
char__knight,train_ep_009886,knight,agents
char__gardener,train_ep_009887,gardener,agents
char__peasant,train_ep_009887,peasant,agents
char__girl,train_ep_009888,girl,agents
char__person,train_ep_009888,person,agents
char__bird,train_ep_009889,bird,agents
char__fish,train_ep_009889,fish,agents
char__animal,train_ep_009890,animal,agents
char__caveman,train_ep_009890,caveman,agents
char__lands_lord,train_ep_009891,lands lord,agents
char__soldier,train_ep_009891,soldier,agents
char__boat_workers,train_ep_009892,boat workers,agents
char__high_sorceress,train_ep_009892,high sorceress,agents
char__fisherman,train_ep_009893,fisherman,agents
char__seagull,train_ep_009893,seagull,agents
char__guard,train_ep_009894,guard,agents
char__mage,train_ep_009894,mage,agents
char__lazy_insects,train_ep_009895,lazy insects,agents
char__old_man_with_a_fishing_rod,train_ep_009895,old man with a fishing rod,agents
char__girl,train_ep_009896,girl,agents
char__king_s_guardsman,train_ep_009896,king's guardsman,agents
char__knight,train_ep_009897,knight,agents
char__queen,train_ep_009897,queen,agents
char__bandit,train_ep_009898,bandit,agents
char__traveler,train_ep_009898,traveler,agents
char__person,train_ep_009899,person,agents
char__scholar,train_ep_009899,scholar,agents
char__horse,train_ep_009900,horse,agents
char__townsperson,train_ep_009900,townsperson,agents
char__king,train_ep_009901,king,agents
char__prisoner,train_ep_009901,prisoner,agents
char__emperor,train_ep_009902,emperor,agents
char__empress,train_ep_009902,empress,agents
char__deer,train_ep_009903,deer,agents
char__pig,train_ep_009903,pig,agents
char__ghost,train_ep_009904,ghost,agents
char__person,train_ep_009904,person,agents
char__masked_torturer,train_ep_009905,masked torturer,agents
char__prisoner,train_ep_009905,prisoner,agents
char__governor,train_ep_009906,governor,agents
char__woman,train_ep_009906,woman,agents
char__fruit_bat,train_ep_009907,fruit bat,agents
char__gnome,train_ep_009907,gnome,agents
char__fish,train_ep_009908,fish,agents
char__leader,train_ep_009908,leader,agents
char__maid,train_ep_009909,maid,agents
char__general,train_ep_009910,general,agents
char__soldiers,train_ep_009910,soldiers,agents
char__faery,train_ep_009911,faery,agents
char__peasant,train_ep_009911,peasant,agents
char__king,train_ep_009912,king,agents
char__king_s_trusted_adviser,train_ep_009912,king's trusted adviser,agents
char__master_at_arms,train_ep_009913,master at arms,agents
char__scullery_maid,train_ep_009913,scullery maid,agents
char__servant,train_ep_009914,servant,agents
char__young_maiden,train_ep_009914,young maiden,agents
char__craftsman,train_ep_009915,craftsman,agents
char__shipwright,train_ep_009915,shipwright,agents
char__dog,train_ep_009916,dog,agents
char__rabbit,train_ep_009916,rabbit,agents
char__knight,train_ep_009917,knight,agents
char__maid,train_ep_009917,maid,agents
char__bat,train_ep_009918,bat,agents
char__footman,train_ep_009918,footman,agents
char__altar_boy,train_ep_009919,altar boy,agents
char__priest,train_ep_009919,priest,agents
char__fox,train_ep_009920,fox,agents
char__squirrel,train_ep_009920,squirrel,agents
char__merchant,train_ep_009921,merchant,agents
