episode_id,location_id,location_name,location_category
unseen_ep_000009,loc__dark_kings_throne_room__15b00f01,dark kings throne room,netherworld
unseen_ep_000010,loc__cabin_of_an_ogre__4b67654c,cabin of an ogre,magical realm
unseen_ep_000011,loc__lower_dungeon__fc71e0bb,lower dungeon,netherworld
unseen_ep_000012,loc__reaper_s_lair__352c6287,reaper's lair,netherworld
unseen_ep_000013,loc__stonehenge__1204dec0,stonehenge,supernatural
unseen_ep_000014,loc__toad_hollow__e8b42595,toad hollow,underwater aquapolis
unseen_ep_000015,loc__dungeon__e0dc3209,dungeon,underwater aquapolis
unseen_ep_000016,loc__geothermal_valley__cd833ed1,geothermal valley,underwater aquapolis
unseen_ep_000017,loc__cloud_tavern__40cf4583,cloud tavern,city in the clouds
unseen_ep_000018,loc__harp_store__9d737c2c,harp store,city in the clouds
unseen_ep_000019,loc__entrance_to_a_cave__5eb6c7a9,entrance to a cave,frozen tundra
unseen_ep_000020,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000021,loc__entry_to_icy_fortress__d6ddb556,entry to icy fortress,frozen tundra
unseen_ep_000022,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000023,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000024,loc__swamp__5d47a77d,swamp,magical realm
unseen_ep_000025,loc__faeries_den__55ca3164,faeries den,magical realm
unseen_ep_000026,loc__creature_cave__d8fe9a8b,creature cave,magical realm
unseen_ep_000027,loc__cavern__420041ed,cavern,netherworld
unseen_ep_000028,loc__torture_chanber__05d2ec5d,torture chanber,netherworld
unseen_ep_000029,loc__devils_castle__69f49222,devils castle,netherworld
unseen_ep_000030,loc__whipping_chamber__9fe9163d,whipping chamber,netherworld
unseen_ep_000031,loc__lava_lake__6ff3dd72,lava lake,netherworld
unseen_ep_000032,loc__ghost_monk_quarters__e5fd640e,ghost monk quarters,supernatural
unseen_ep_000033,loc__astral_plane__ed73f5b8,astral plane,supernatural
unseen_ep_000034,loc__bridge_in_the_forest__76e6fedf,bridge in the forest,supernatural
unseen_ep_000035,loc__fighting_arena_inside_tourney_grounds__3c6d9fb5,fighting arena inside tourney grounds,supernatural
unseen_ep_000036,loc__tool_shed__5a0c79ce,tool shed,underwater aquapolis
unseen_ep_000037,loc__farmhouse__262eacb6,farmhouse,underwater aquapolis
unseen_ep_000038,loc__dragon_lift__003e9c27,dragon lift,city in the clouds
unseen_ep_000039,loc__cloud_nine_bar__1a6e68d0,cloud nine bar,city in the clouds
unseen_ep_000040,loc__observatory__c9554bf9,observatory,city in the clouds
unseen_ep_000041,loc__wizards_dragon_egg_incubatory__3cfe4c3e,wizards dragon egg incubatory,city in the clouds
unseen_ep_000042,loc__moon_observatory__6e08ae89,moon observatory,city in the clouds
unseen_ep_000043,loc__main_square_of_the_city_in_the_clouds__b82033e4,main square of the city in the clouds,city in the clouds
unseen_ep_000044,loc__hidden_cave__3fcdde29,hidden cave,frozen tundra
unseen_ep_000045,loc__living_room__595201ed,living room,frozen tundra
unseen_ep_000046,loc__abyss__7321a0a6,abyss,frozen tundra
unseen_ep_000047,loc__den__32ce9c04,den,frozen tundra
unseen_ep_000048,loc__festival_room__93fdb036,festival room,frozen tundra
unseen_ep_000049,loc__royal_tent__49ddd772,royal tent,magical realm
unseen_ep_000050,loc__large_ice_cave__73912ded,large ice cave,frozen tundra
unseen_ep_000051,loc__secret_magician_s_workshop__b9c18e38,secret magician's workshop,magical realm
unseen_ep_000052,loc__wizard_s_lair__7317a41a,wizard's lair,magical realm
unseen_ep_000053,loc__echo_hall__815ea5f4,echo hall,magical realm
unseen_ep_000054,loc__inside_of_a_troll_cave__0ecd0508,inside of a troll cave,magical realm
unseen_ep_000055,loc__devil_s_den__8cbc630d,devil's den,netherworld
unseen_ep_000056,loc__withered_gardens__9675f2c6,withered gardens,netherworld
unseen_ep_000057,loc__pit_of_despair__9049d5d0,pit of despair,netherworld
unseen_ep_000058,loc__lord_s_castle__133c54bb,lord's castle,netherworld
unseen_ep_000059,loc__dungeon__e0dc3209,dungeon,netherworld
unseen_ep_000060,loc__viewing_room__b9a54aac,viewing room,netherworld
unseen_ep_000061,loc__goddess_hollow__18768768,goddess hollow,supernatural
unseen_ep_000062,loc__haunted_basement__712f5d73,haunted basement,supernatural
unseen_ep_000063,loc__magic_room__7687e23e,magic room,supernatural
unseen_ep_000064,loc__glade_of_mysteries__e483c303,glade of mysteries,supernatural
unseen_ep_000065,loc__underwater_marketplace__5f463824,underwater marketplace,underwater aquapolis
unseen_ep_000066,loc__research_lab__4dd7f78d,research lab,underwater aquapolis
unseen_ep_000067,loc__dry_dock_room__c3554647,dry dock room,underwater aquapolis
unseen_ep_000068,loc__underwater_aquapolis__ab9ecec2,underwater aquapolis,underwater aquapolis
unseen_ep_000069,loc__marketplace__bc5986eb,marketplace,underwater aquapolis
unseen_ep_000070,loc__neptune_s_throne_room__366db518,neptune's throne room,underwater aquapolis
unseen_ep_000071,loc__lords_treasury__3cdd9156,lords treasury,underwater aquapolis
unseen_ep_000072,loc__thrones_of_death__ca497d32,thrones of death,netherworld
unseen_ep_000073,loc__mess_hall_of_the_servants__01fea9e1,mess hall of the servants,city in the clouds
unseen_ep_000074,loc__grand_hall_of_the_city__de821d93,grand hall of the city,city in the clouds
unseen_ep_000075,loc__endless_strait__da7b4cf2,endless strait,frozen tundra
unseen_ep_000076,loc__frozen_outpost__52b0f047,frozen outpost,frozen tundra
unseen_ep_000077,loc__eating_area_of_cave__e38c0232,eating area of cave,frozen tundra
unseen_ep_000078,loc__research_laboratory__b88ff6dc,research laboratory,frozen tundra
unseen_ep_000079,loc__inside_of_a_igloo__99fa18bc,inside of a igloo,frozen tundra
unseen_ep_000080,loc__elf_s_room__5a779e7e,elf's room,magical realm
unseen_ep_000081,loc__cabin_of_an_ogre__4b67654c,cabin of an ogre,magical realm
unseen_ep_000082,loc__lower_dungeon__fc71e0bb,lower dungeon,netherworld
unseen_ep_000083,loc__dark_kings_throne_room__15b00f01,dark kings throne room,netherworld
unseen_ep_000084,loc__reaper_s_lair__352c6287,reaper's lair,netherworld
unseen_ep_000085,loc__stonehenge__1204dec0,stonehenge,supernatural
unseen_ep_000086,loc__toad_hollow__e8b42595,toad hollow,underwater aquapolis
unseen_ep_000087,loc__dungeon__e0dc3209,dungeon,underwater aquapolis
unseen_ep_000088,loc__geothermal_valley__cd833ed1,geothermal valley,underwater aquapolis
unseen_ep_000089,loc__cloud_tavern__40cf4583,cloud tavern,city in the clouds
unseen_ep_000090,loc__harp_store__9d737c2c,harp store,city in the clouds
unseen_ep_000091,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000092,loc__entrance_to_a_cave__5eb6c7a9,entrance to a cave,frozen tundra
unseen_ep_000093,loc__entry_to_icy_fortress__d6ddb556,entry to icy fortress,frozen tundra
unseen_ep_000094,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000095,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000096,loc__swamp__5d47a77d,swamp,magical realm
unseen_ep_000097,loc__faeries_den__55ca3164,faeries den,magical realm
unseen_ep_000098,loc__creature_cave__d8fe9a8b,creature cave,magical realm
unseen_ep_000099,loc__cavern__420041ed,cavern,netherworld
unseen_ep_000100,loc__torture_chanber__05d2ec5d,torture chanber,netherworld
unseen_ep_000101,loc__devils_castle__69f49222,devils castle,netherworld
unseen_ep_000102,loc__whipping_chamber__9fe9163d,whipping chamber,netherworld
unseen_ep_000103,loc__lava_lake__6ff3dd72,lava lake,netherworld
unseen_ep_000104,loc__ghost_monk_quarters__e5fd640e,ghost monk quarters,supernatural
unseen_ep_000105,loc__astral_plane__ed73f5b8,astral plane,supernatural
unseen_ep_000106,loc__bridge_in_the_forest__76e6fedf,bridge in the forest,supernatural
unseen_ep_000107,loc__tool_shed__5a0c79ce,tool shed,underwater aquapolis
unseen_ep_000108,loc__fighting_arena_inside_tourney_grounds__3c6d9fb5,fighting arena inside tourney grounds,supernatural
unseen_ep_000109,loc__farmhouse__262eacb6,farmhouse,underwater aquapolis
unseen_ep_000110,loc__dragon_lift__003e9c27,dragon lift,city in the clouds
unseen_ep_000111,loc__cloud_nine_bar__1a6e68d0,cloud nine bar,city in the clouds
unseen_ep_000112,loc__wizards_dragon_egg_incubatory__3cfe4c3e,wizards dragon egg incubatory,city in the clouds
unseen_ep_000113,loc__observatory__c9554bf9,observatory,city in the clouds
unseen_ep_000114,loc__moon_observatory__6e08ae89,moon observatory,city in the clouds
unseen_ep_000115,loc__main_square_of_the_city_in_the_clouds__b82033e4,main square of the city in the clouds,city in the clouds
unseen_ep_000116,loc__abyss__7321a0a6,abyss,frozen tundra
unseen_ep_000117,loc__living_room__595201ed,living room,frozen tundra
unseen_ep_000118,loc__festival_room__93fdb036,festival room,frozen tundra
unseen_ep_000119,loc__hidden_cave__3fcdde29,hidden cave,frozen tundra
unseen_ep_000120,loc__den__32ce9c04,den,frozen tundra
unseen_ep_000121,loc__large_ice_cave__73912ded,large ice cave,frozen tundra
unseen_ep_000122,loc__secret_magician_s_workshop__b9c18e38,secret magician's workshop,magical realm
unseen_ep_000123,loc__wizard_s_lair__7317a41a,wizard's lair,magical realm
unseen_ep_000124,loc__inside_of_a_troll_cave__0ecd0508,inside of a troll cave,magical realm
unseen_ep_000125,loc__royal_tent__49ddd772,royal tent,magical realm
unseen_ep_000126,loc__echo_hall__815ea5f4,echo hall,magical realm
unseen_ep_000127,loc__withered_gardens__9675f2c6,withered gardens,netherworld
unseen_ep_000128,loc__pit_of_despair__9049d5d0,pit of despair,netherworld
unseen_ep_000129,loc__lord_s_castle__133c54bb,lord's castle,netherworld
unseen_ep_000130,loc__dungeon__e0dc3209,dungeon,netherworld
unseen_ep_000131,loc__goddess_hollow__18768768,goddess hollow,supernatural
unseen_ep_000132,loc__viewing_room__b9a54aac,viewing room,netherworld
unseen_ep_000133,loc__glade_of_mysteries__e483c303,glade of mysteries,supernatural
unseen_ep_000134,loc__haunted_basement__712f5d73,haunted basement,supernatural
unseen_ep_000135,loc__magic_room__7687e23e,magic room,supernatural
unseen_ep_000136,loc__underwater_marketplace__5f463824,underwater marketplace,underwater aquapolis
unseen_ep_000137,loc__research_lab__4dd7f78d,research lab,underwater aquapolis
unseen_ep_000138,loc__dry_dock_room__c3554647,dry dock room,underwater aquapolis
unseen_ep_000139,loc__underwater_aquapolis__ab9ecec2,underwater aquapolis,underwater aquapolis
unseen_ep_000140,loc__marketplace__bc5986eb,marketplace,underwater aquapolis
unseen_ep_000141,loc__neptune_s_throne_room__366db518,neptune's throne room,underwater aquapolis
unseen_ep_000142,loc__lords_treasury__3cdd9156,lords treasury,underwater aquapolis
unseen_ep_000143,loc__thrones_of_death__ca497d32,thrones of death,netherworld
unseen_ep_000144,loc__mess_hall_of_the_servants__01fea9e1,mess hall of the servants,city in the clouds
unseen_ep_000145,loc__grand_hall_of_the_city__de821d93,grand hall of the city,city in the clouds
unseen_ep_000146,loc__frozen_outpost__52b0f047,frozen outpost,frozen tundra
unseen_ep_000147,loc__endless_strait__da7b4cf2,endless strait,frozen tundra
unseen_ep_000148,loc__eating_area_of_cave__e38c0232,eating area of cave,frozen tundra
unseen_ep_000149,loc__inside_of_a_igloo__99fa18bc,inside of a igloo,frozen tundra
unseen_ep_000150,loc__research_laboratory__b88ff6dc,research laboratory,frozen tundra
unseen_ep_000151,loc__fountain_of_youth__1898dde6,fountain of youth,magical realm
unseen_ep_000152,loc__elf_s_room__5a779e7e,elf's room,magical realm
unseen_ep_000153,loc__cabin_of_an_ogre__4b67654c,cabin of an ogre,magical realm
unseen_ep_000154,loc__lower_dungeon__fc71e0bb,lower dungeon,netherworld
unseen_ep_000155,loc__dark_kings_throne_room__15b00f01,dark kings throne room,netherworld
unseen_ep_000156,loc__reaper_s_lair__352c6287,reaper's lair,netherworld
unseen_ep_000157,loc__stonehenge__1204dec0,stonehenge,supernatural
unseen_ep_000158,loc__toad_hollow__e8b42595,toad hollow,underwater aquapolis
unseen_ep_000159,loc__dungeon__e0dc3209,dungeon,underwater aquapolis
unseen_ep_000160,loc__geothermal_valley__cd833ed1,geothermal valley,underwater aquapolis
unseen_ep_000161,loc__harp_store__9d737c2c,harp store,city in the clouds
unseen_ep_000162,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000163,loc__entrance_to_a_cave__5eb6c7a9,entrance to a cave,frozen tundra
unseen_ep_000164,loc__entry_to_icy_fortress__d6ddb556,entry to icy fortress,frozen tundra
unseen_ep_000165,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000166,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000167,loc__swamp__5d47a77d,swamp,magical realm
unseen_ep_000168,loc__faeries_den__55ca3164,faeries den,magical realm
unseen_ep_000169,loc__creature_cave__d8fe9a8b,creature cave,magical realm
unseen_ep_000170,loc__cavern__420041ed,cavern,netherworld
unseen_ep_000171,loc__torture_chanber__05d2ec5d,torture chanber,netherworld
unseen_ep_000172,loc__devils_castle__69f49222,devils castle,netherworld
unseen_ep_000173,loc__whipping_chamber__9fe9163d,whipping chamber,netherworld
unseen_ep_000174,loc__lava_lake__6ff3dd72,lava lake,netherworld
unseen_ep_000175,loc__ghost_monk_quarters__e5fd640e,ghost monk quarters,supernatural
unseen_ep_000176,loc__astral_plane__ed73f5b8,astral plane,supernatural
unseen_ep_000177,loc__bridge_in_the_forest__76e6fedf,bridge in the forest,supernatural
unseen_ep_000178,loc__fighting_arena_inside_tourney_grounds__3c6d9fb5,fighting arena inside tourney grounds,supernatural
unseen_ep_000179,loc__tool_shed__5a0c79ce,tool shed,underwater aquapolis
unseen_ep_000180,loc__farmhouse__262eacb6,farmhouse,underwater aquapolis
unseen_ep_000181,loc__dragon_lift__003e9c27,dragon lift,city in the clouds
unseen_ep_000182,loc__cloud_nine_bar__1a6e68d0,cloud nine bar,city in the clouds
unseen_ep_000183,loc__wizards_dragon_egg_incubatory__3cfe4c3e,wizards dragon egg incubatory,city in the clouds
unseen_ep_000184,loc__observatory__c9554bf9,observatory,city in the clouds
unseen_ep_000185,loc__moon_observatory__6e08ae89,moon observatory,city in the clouds
unseen_ep_000186,loc__main_square_of_the_city_in_the_clouds__b82033e4,main square of the city in the clouds,city in the clouds
unseen_ep_000187,loc__living_room__595201ed,living room,frozen tundra
unseen_ep_000188,loc__hidden_cave__3fcdde29,hidden cave,frozen tundra
unseen_ep_000189,loc__abyss__7321a0a6,abyss,frozen tundra
unseen_ep_000190,loc__den__32ce9c04,den,frozen tundra
unseen_ep_000191,loc__festival_room__93fdb036,festival room,frozen tundra
unseen_ep_000192,loc__large_ice_cave__73912ded,large ice cave,frozen tundra
unseen_ep_000193,loc__secret_magician_s_workshop__b9c18e38,secret magician's workshop,magical realm
unseen_ep_000194,loc__wizard_s_lair__7317a41a,wizard's lair,magical realm
unseen_ep_000195,loc__royal_tent__49ddd772,royal tent,magical realm
unseen_ep_000196,loc__echo_hall__815ea5f4,echo hall,magical realm
unseen_ep_000197,loc__inside_of_a_troll_cave__0ecd0508,inside of a troll cave,magical realm
unseen_ep_000198,loc__devil_s_den__8cbc630d,devil's den,netherworld
unseen_ep_000199,loc__withered_gardens__9675f2c6,withered gardens,netherworld
unseen_ep_000200,loc__pit_of_despair__9049d5d0,pit of despair,netherworld
unseen_ep_000201,loc__dungeon__e0dc3209,dungeon,netherworld
unseen_ep_000202,loc__lord_s_castle__133c54bb,lord's castle,netherworld
unseen_ep_000203,loc__viewing_room__b9a54aac,viewing room,netherworld
unseen_ep_000204,loc__goddess_hollow__18768768,goddess hollow,supernatural
unseen_ep_000205,loc__haunted_basement__712f5d73,haunted basement,supernatural
unseen_ep_000206,loc__magic_room__7687e23e,magic room,supernatural
unseen_ep_000207,loc__glade_of_mysteries__e483c303,glade of mysteries,supernatural
unseen_ep_000208,loc__underwater_marketplace__5f463824,underwater marketplace,underwater aquapolis
unseen_ep_000209,loc__research_lab__4dd7f78d,research lab,underwater aquapolis
unseen_ep_000210,loc__dry_dock_room__c3554647,dry dock room,underwater aquapolis
unseen_ep_000211,loc__marketplace__bc5986eb,marketplace,underwater aquapolis
unseen_ep_000212,loc__underwater_aquapolis__ab9ecec2,underwater aquapolis,underwater aquapolis
unseen_ep_000213,loc__lords_treasury__3cdd9156,lords treasury,underwater aquapolis
unseen_ep_000214,loc__neptune_s_throne_room__366db518,neptune's throne room,underwater aquapolis
unseen_ep_000215,loc__thrones_of_death__ca497d32,thrones of death,netherworld
unseen_ep_000216,loc__mess_hall_of_the_servants__01fea9e1,mess hall of the servants,city in the clouds
unseen_ep_000217,loc__grand_hall_of_the_city__de821d93,grand hall of the city,city in the clouds
unseen_ep_000218,loc__endless_strait__da7b4cf2,endless strait,frozen tundra
unseen_ep_000219,loc__frozen_outpost__52b0f047,frozen outpost,frozen tundra
unseen_ep_000220,loc__eating_area_of_cave__e38c0232,eating area of cave,frozen tundra
unseen_ep_000221,loc__inside_of_a_igloo__99fa18bc,inside of a igloo,frozen tundra
unseen_ep_000222,loc__research_laboratory__b88ff6dc,research laboratory,frozen tundra
unseen_ep_000223,loc__elf_s_room__5a779e7e,elf's room,magical realm
unseen_ep_000224,loc__fountain_of_youth__1898dde6,fountain of youth,magical realm
unseen_ep_000225,loc__cabin_of_an_ogre__4b67654c,cabin of an ogre,magical realm
unseen_ep_000226,loc__lower_dungeon__fc71e0bb,lower dungeon,netherworld
unseen_ep_000227,loc__dark_kings_throne_room__15b00f01,dark kings throne room,netherworld
unseen_ep_000228,loc__reaper_s_lair__352c6287,reaper's lair,netherworld
unseen_ep_000229,loc__stonehenge__1204dec0,stonehenge,supernatural
unseen_ep_000230,loc__toad_hollow__e8b42595,toad hollow,underwater aquapolis
unseen_ep_000231,loc__dungeon__e0dc3209,dungeon,underwater aquapolis
unseen_ep_000232,loc__geothermal_valley__cd833ed1,geothermal valley,underwater aquapolis
unseen_ep_000233,loc__harp_store__9d737c2c,harp store,city in the clouds
unseen_ep_000234,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000235,loc__entrance_to_a_cave__5eb6c7a9,entrance to a cave,frozen tundra
unseen_ep_000236,loc__entry_to_icy_fortress__d6ddb556,entry to icy fortress,frozen tundra
unseen_ep_000237,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000238,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000239,loc__swamp__5d47a77d,swamp,magical realm
unseen_ep_000240,loc__faeries_den__55ca3164,faeries den,magical realm
unseen_ep_000241,loc__creature_cave__d8fe9a8b,creature cave,magical realm
unseen_ep_000242,loc__cavern__420041ed,cavern,netherworld
unseen_ep_000243,loc__torture_chanber__05d2ec5d,torture chanber,netherworld
unseen_ep_000244,loc__devils_castle__69f49222,devils castle,netherworld
unseen_ep_000245,loc__whipping_chamber__9fe9163d,whipping chamber,netherworld
unseen_ep_000246,loc__lava_lake__6ff3dd72,lava lake,netherworld
unseen_ep_000247,loc__ghost_monk_quarters__e5fd640e,ghost monk quarters,supernatural
unseen_ep_000248,loc__astral_plane__ed73f5b8,astral plane,supernatural
unseen_ep_000249,loc__bridge_in_the_forest__76e6fedf,bridge in the forest,supernatural
unseen_ep_000250,loc__fighting_arena_inside_tourney_grounds__3c6d9fb5,fighting arena inside tourney grounds,supernatural
unseen_ep_000251,loc__tool_shed__5a0c79ce,tool shed,underwater aquapolis
unseen_ep_000252,loc__farmhouse__262eacb6,farmhouse,underwater aquapolis
unseen_ep_000253,loc__dragon_lift__003e9c27,dragon lift,city in the clouds
unseen_ep_000254,loc__cloud_nine_bar__1a6e68d0,cloud nine bar,city in the clouds
unseen_ep_000255,loc__wizards_dragon_egg_incubatory__3cfe4c3e,wizards dragon egg incubatory,city in the clouds
unseen_ep_000256,loc__observatory__c9554bf9,observatory,city in the clouds
unseen_ep_000257,loc__moon_observatory__6e08ae89,moon observatory,city in the clouds
unseen_ep_000258,loc__main_square_of_the_city_in_the_clouds__b82033e4,main square of the city in the clouds,city in the clouds
unseen_ep_000259,loc__living_room__595201ed,living room,frozen tundra
unseen_ep_000260,loc__hidden_cave__3fcdde29,hidden cave,frozen tundra
unseen_ep_000261,loc__abyss__7321a0a6,abyss,frozen tundra
unseen_ep_000262,loc__den__32ce9c04,den,frozen tundra
unseen_ep_000263,loc__festival_room__93fdb036,festival room,frozen tundra
unseen_ep_000264,loc__large_ice_cave__73912ded,large ice cave,frozen tundra
unseen_ep_000265,loc__secret_magician_s_workshop__b9c18e38,secret magician's workshop,magical realm
unseen_ep_000266,loc__wizard_s_lair__7317a41a,wizard's lair,magical realm
unseen_ep_000267,loc__royal_tent__49ddd772,royal tent,magical realm
unseen_ep_000268,loc__echo_hall__815ea5f4,echo hall,magical realm
unseen_ep_000269,loc__devil_s_den__8cbc630d,devil's den,netherworld
unseen_ep_000270,loc__withered_gardens__9675f2c6,withered gardens,netherworld
unseen_ep_000271,loc__inside_of_a_troll_cave__0ecd0508,inside of a troll cave,magical realm
unseen_ep_000272,loc__pit_of_despair__9049d5d0,pit of despair,netherworld
unseen_ep_000273,loc__lord_s_castle__133c54bb,lord's castle,netherworld
unseen_ep_000274,loc__dungeon__e0dc3209,dungeon,netherworld
unseen_ep_000275,loc__viewing_room__b9a54aac,viewing room,netherworld
unseen_ep_000276,loc__goddess_hollow__18768768,goddess hollow,supernatural
unseen_ep_000277,loc__magic_room__7687e23e,magic room,supernatural
unseen_ep_000278,loc__haunted_basement__712f5d73,haunted basement,supernatural
unseen_ep_000279,loc__glade_of_mysteries__e483c303,glade of mysteries,supernatural
unseen_ep_000280,loc__underwater_marketplace__5f463824,underwater marketplace,underwater aquapolis
unseen_ep_000281,loc__research_lab__4dd7f78d,research lab,underwater aquapolis
unseen_ep_000282,loc__dry_dock_room__c3554647,dry dock room,underwater aquapolis
unseen_ep_000283,loc__underwater_aquapolis__ab9ecec2,underwater aquapolis,underwater aquapolis
unseen_ep_000284,loc__marketplace__bc5986eb,marketplace,underwater aquapolis
unseen_ep_000285,loc__thrones_of_death__ca497d32,thrones of death,netherworld
unseen_ep_000286,loc__neptune_s_throne_room__366db518,neptune's throne room,underwater aquapolis
unseen_ep_000287,loc__lords_treasury__3cdd9156,lords treasury,underwater aquapolis
unseen_ep_000288,loc__mess_hall_of_the_servants__01fea9e1,mess hall of the servants,city in the clouds
unseen_ep_000289,loc__grand_hall_of_the_city__de821d93,grand hall of the city,city in the clouds
unseen_ep_000290,loc__endless_strait__da7b4cf2,endless strait,frozen tundra
unseen_ep_000291,loc__frozen_outpost__52b0f047,frozen outpost,frozen tundra
unseen_ep_000292,loc__eating_area_of_cave__e38c0232,eating area of cave,frozen tundra
unseen_ep_000293,loc__inside_of_a_igloo__99fa18bc,inside of a igloo,frozen tundra
unseen_ep_000294,loc__research_laboratory__b88ff6dc,research laboratory,frozen tundra
unseen_ep_000295,loc__fountain_of_youth__1898dde6,fountain of youth,magical realm
unseen_ep_000296,loc__elf_s_room__5a779e7e,elf's room,magical realm
unseen_ep_000297,loc__cabin_of_an_ogre__4b67654c,cabin of an ogre,magical realm
unseen_ep_000298,loc__lower_dungeon__fc71e0bb,lower dungeon,netherworld
unseen_ep_000299,loc__dark_kings_throne_room__15b00f01,dark kings throne room,netherworld
unseen_ep_000300,loc__reaper_s_lair__352c6287,reaper's lair,netherworld
unseen_ep_000301,loc__stonehenge__1204dec0,stonehenge,supernatural
unseen_ep_000302,loc__toad_hollow__e8b42595,toad hollow,underwater aquapolis
unseen_ep_000303,loc__dungeon__e0dc3209,dungeon,underwater aquapolis
unseen_ep_000304,loc__geothermal_valley__cd833ed1,geothermal valley,underwater aquapolis
unseen_ep_000305,loc__harp_store__9d737c2c,harp store,city in the clouds
unseen_ep_000306,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000307,loc__cloud_tavern__40cf4583,cloud tavern,city in the clouds
unseen_ep_000308,loc__entrance_to_a_cave__5eb6c7a9,entrance to a cave,frozen tundra
unseen_ep_000309,loc__entry_to_icy_fortress__d6ddb556,entry to icy fortress,frozen tundra
unseen_ep_000310,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000311,loc__ice_cave__184df9ef,ice cave,frozen tundra
unseen_ep_000312,loc__swamp__5d47a77d,swamp,magical realm
unseen_ep_000313,loc__faeries_den__55ca3164,faeries den,magical realm
unseen_ep_000314,loc__creature_cave__d8fe9a8b,creature cave,magical realm
unseen_ep_000315,loc__cavern__420041ed,cavern,netherworld
unseen_ep_000316,loc__torture_chanber__05d2ec5d,torture chanber,netherworld
unseen_ep_000317,loc__devils_castle__69f49222,devils castle,netherworld
unseen_ep_000318,loc__whipping_chamber__9fe9163d,whipping chamber,netherworld
unseen_ep_000319,loc__lava_lake__6ff3dd72,lava lake,netherworld
unseen_ep_000320,loc__ghost_monk_quarters__e5fd640e,ghost monk quarters,supernatural
unseen_ep_000321,loc__astral_plane__ed73f5b8,astral plane,supernatural
unseen_ep_000322,loc__bridge_in_the_forest__76e6fedf,bridge in the forest,supernatural
unseen_ep_000323,loc__fighting_arena_inside_tourney_grounds__3c6d9fb5,fighting arena inside tourney grounds,supernatural
unseen_ep_000324,loc__tool_shed__5a0c79ce,tool shed,underwater aquapolis
unseen_ep_000325,loc__farmhouse__262eacb6,farmhouse,underwater aquapolis
unseen_ep_000326,loc__dragon_lift__003e9c27,dragon lift,city in the clouds
unseen_ep_000327,loc__cloud_nine_bar__1a6e68d0,cloud nine bar,city in the clouds
unseen_ep_000328,loc__wizards_dragon_egg_incubatory__3cfe4c3e,wizards dragon egg incubatory,city in the clouds
unseen_ep_000329,loc__observatory__c9554bf9,observatory,city in the clouds
unseen_ep_000330,loc__moon_observatory__6e08ae89,moon observatory,city in the clouds
unseen_ep_000331,loc__main_square_of_the_city_in_the_clouds__b82033e4,main square of the city in the clouds,city in the clouds
unseen_ep_000332,loc__living_room__595201ed,living room,frozen tundra
unseen_ep_000333,loc__hidden_cave__3fcdde29,hidden cave,frozen tundra
unseen_ep_000334,loc__abyss__7321a0a6,abyss,frozen tundra
unseen_ep_000335,loc__den__32ce9c04,den,frozen tundra
unseen_ep_000336,loc__festival_room__93fdb036,festival room,frozen tundra
unseen_ep_000337,loc__large_ice_cave__73912ded,large ice cave,frozen tundra
unseen_ep_000338,loc__secret_magician_s_workshop__b9c18e38,secret magician's workshop,magical realm
unseen_ep_000339,loc__wizard_s_lair__7317a41a,wizard's lair,magical realm
unseen_ep_000340,loc__royal_tent__49ddd772,royal tent,magical realm
unseen_ep_000341,loc__devil_s_den__8cbc630d,devil's den,netherworld
unseen_ep_000342,loc__inside_of_a_troll_cave__0ecd0508,inside of a troll cave,magical realm
unseen_ep_000343,loc__echo_hall__815ea5f4,echo hall,magical realm
unseen_ep_000344,loc__dungeon__e0dc3209,dungeon,netherworld
unseen_ep_000345,loc__withered_gardens__9675f2c6,withered gardens,netherworld
unseen_ep_000346,loc__lord_s_castle__133c54bb,lord's castle,netherworld
unseen_ep_000347,loc__pit_of_despair__9049d5d0,pit of despair,netherworld
unseen_ep_000348,loc__viewing_room__b9a54aac,viewing room,netherworld
unseen_ep_000349,loc__goddess_hollow__18768768,goddess hollow,supernatural
unseen_ep_000350,loc__haunted_basement__712f5d73,haunted basement,supernatural
unseen_ep_000351,loc__magic_room__7687e23e,magic room,supernatural
unseen_ep_000352,loc__glade_of_mysteries__e483c303,glade of mysteries,supernatural
unseen_ep_000353,loc__underwater_marketplace__5f463824,underwater marketplace,underwater aquapolis
unseen_ep_000354,loc__research_lab__4dd7f78d,research lab,underwater aquapolis
unseen_ep_000355,loc__dry_dock_room__c3554647,dry dock room,underwater aquapolis
